id,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
116,0.10206,0.6568,-0.042881,0.90793,-50.863,0,0.10206,0.52253,1.5227,0.3432,0.1282,0.21915,0.10181,0.10206,1546.4,0.23603,1.5225,0.10206,0.067029,27.777,1.2844,0.12661,0.067029,NAN,0.1531,0.23603,4.845,-0.074298,4.3657,0.43134,0.074666,116.7,3.1278,2.2179,0.065985,1.5227,2.522,0.46492,0.043334,0.084962,0.12192,0.08315,91.874,64.097,0.88078,0.65911,29.035,0.073654,0.048371,0.6438,0.46573,0.31971,0.59465,0.80554,-995.24,0.043334,0.29739,0.93657,0.35465,13.14,5.6945,111.64,3.2695,2.6383,0
117,0.21847,0.24395,0.71866,3.946,294.33,0,0.21847,3.0992,1.519,0.75605,0.21847,0.89558,0.319,0.21847,183.76,1.9863,4.0992,0.21847,0.14383,45.074,1.2462,0,0.14383,NAN,0.75126,1.9863,NAN,19.221,4.0184,0.13478,0.32249,97.391,3.7478,3.7478,0.000014,1.519,NAN,0.75605,0.000009,0.16545,0.030562,0,221.61,176.54,1.1647,3.1771,74.887,-0.26607,-0.17517,3.946,0.24395,0.26682,20.221,20.221,7498.3,0.3981,0.28897,0.61388,0,8.0977,2.0675,58.62,6.2266,40.626,0
118,0.099179,0.58044,0.2547,1.4388,-10.676,0.099179,0.12489,0.72283,1.0865,0.41956,0.12489,0.21517,0.098878,0.12489,1387,0.26315,1.7228,0.12489,0.080848,34.628,NAN,0.12201,0.064204,0.12489,0.41956,0.21885,0.85811,1.545,4.1092,0.29347,0.080848,149.01,2.4495,0.2102,0.12201,1.5494,NAN,0.41956,0.078981,0.47652,0.12734,0.078981,131.98,97.349,0.67675,1.1863,37.622,0.094155,0.060951,1.4388,0.58044,0.40824,2.545,2.545,3275.2,0.079592,0.23639,0.92041,0,10.541,3.7494,137.15,2.6614,9.3703,0
119,0.099179,0.58044,0.2547,1.4388,-10.676,0.099179,0.12489,0.72283,1.0865,0.41956,0.12489,0.21517,0.098878,0.12489,1387,0.26315,1.7228,0.12489,0.080848,34.628,NAN,0.12201,0.064204,0.12489,0.41956,0.21885,0.85811,1.545,4.1092,0.29347,0.080848,149.01,2.4495,0.2102,0.12201,1.5494,NAN,0.41956,0.078981,0.47652,0.12734,0.078981,131.98,97.349,0.67675,1.1863,37.622,0.094155,0.060951,1.4388,0.58044,0.40824,2.545,2.545,3275.2,0.079592,0.23639,0.92041,0,10.541,3.7494,137.15,2.6614,9.3703,0
120,0.009032,0.30479,0.18627,2.0094,-6.3902,0.00022,0.016318,2.0076,1.0092,0.6119,0.016318,0.088427,0.045338,0.016318,1857,0.19655,3.2809,0.016318,0.01235,57.479,0.98399,0.009037,0.006835,0.012115,0.6119,0.17264,0.069022,0.29605,4.956,0.22331,0.01235,51.446,7.0948,0.029649,0.009037,1.3469,1.3533,0.73215,0.006839,0.056269,0.19041,0.006839,99.563,42.085,0.043405,0.88184,58.008,-0.034552,-0.026149,1.2166,0.18454,0.14095,0.97253,1.1637,16831,0.009134,0.01476,0.99087,0.19652,6.3502,8.673,50.976,7.1602,2.1001,0
121,0.02717,0.16522,0.57394,4.4737,44.756,0.049229,0.030538,4.7314,0.95559,0.78173,0.030538,0.18483,0.067225,0.030538,669.69,0.54503,6.0525,0.030538,0.022797,108.78,0.82012,0.03236,0.020283,0.068016,0.78173,0.52464,0.23085,2.2003,4.2224,0.11046,0.022797,43.021,8.4843,0.19586,0.03236,1.4912,NAN,0.78173,0.024157,0.15181,0.059125,0.024157,194.57,85.789,0.068056,2.0574,103.95,-0.027152,-0.02027,4.4737,0.16522,0.11786,2.997,2.997,9577.1,-0.046473,0.034757,1.0465,0,3.3553,4.2546,45.02,8.1075,5.1355,0
122,0.03597,0.59687,0.38009,1.6566,1.4059,0,0.052875,0.67542,1.9612,0.40313,0.079062,0.091332,0.033951,0.052875,3271.9,0.11156,1.6754,0.052875,0.02696,68.583,NAN,0.078059,0.018341,NAN,0.37937,0.083234,2.9808,9.2755,3.323,0.25302,0.035745,112.01,3.2588,3.1608,0.074635,1.9612,NAN,0.40313,0.038056,0.18122,0.2168,0.039801,158.96,90.374,0.097609,1.02,71.296,0.064349,0.032811,1.6068,0.57893,0.30687,9.8378,9.8378,799.58,0.038056,0.089225,0.9735,0,5.322,4.0388,107.74,3.3877,47.86,0
123,0.17384,0.025474,0.60883,24.9,99.109,0.37046,0.21805,37.188,1.1967,0.94733,0.21805,8.5595,0.19601,0.21805,32.913,11.09,39.256,0.21805,0.15129,74.427,1.1764,0.21693,0.12062,0.46318,0.94733,9.3545,1.8012,1.6649,4.3801,-0.13593,0.15129,7.7204,47.277,8.5156,0.21693,1.4586,NAN,0.94733,0.15051,8.7345,0.002976,0.15051,104.29,29.862,0.59153,13.363,89.068,0.15247,0.10579,24.9,0.025474,0.021152,2.5905,2.5905,14610,0.16437,0.18351,0.83563,0,4.9041,12.223,6.4513,56.577,3.9411,0
124,0.14181,0.5204,-0.14286,0.72281,-146.04,0.3333,0.17306,0.92159,0.97626,0.4796,0.17682,0.33578,0.2182,0.17306,891.7,0.40933,1.9216,0.17306,0.17727,28.111,0.71693,0.17181,0.14526,0,0.47511,0.34928,45.615,-0.22767,4.0466,0.52645,0.18112,232.49,1.57,1.5548,0.16712,0.97626,59.24,0.48462,0.17119,0.19488,0.081914,0.17599,101.73,73.616,1.886,0.57692,33.917,0.13185,0.13505,0.71584,0.51538,0.63695,0.76433,0.77233,-1590.5,0.17119,0.29568,0.82515,0.010465,12.984,4.9582,192.69,1.8942,1.5559,0
125,0.47447,0.24154,0.49699,3.0576,131.46,0.27781,0.47447,3.1401,1.5556,0.75846,0.48692,1.9644,0.33412,0.47447,169.62,2.1518,4.1401,0.47447,0.30501,18.126,1.688,0.48327,0.30501,NAN,0.75228,2.1518,38.837,1.9007,3.8115,0.06456,0.30501,74.07,4.9277,4.9277,0.36534,1.5556,NAN,0.75846,0.23485,0.59093,0.015233,0.31067,139.8,121.67,6.142,2.7377,23.689,0.43799,0.28156,3.0576,0.24154,0.20293,2.9007,2.9007,3220.1,0.23485,0.62557,0.71725,0,20.137,2.9999,56.675,6.4403,5.9494,0
126,0.092174,0.79413,0.12557,1.1844,-36.092,0.10701,0.11401,0.2534,1.0174,0.20124,0.11401,0.1674,0.072858,0.11401,2143.6,0.17028,1.2592,0.11401,0.061431,60.177,1.544,0.13296,0.049664,0.13521,0.20124,0.14277,0.72888,0.64952,4.7312,0.4235,0.061431,136.28,2.6783,0.16743,0.13296,1.9691,4.4299,0.31426,0.071641,0.012446,0.16935,0.071641,156.98,96.8,0.30123,0.73511,61.225,0.11176,0.060214,1.0158,0.68111,0.37338,1.0409,1.6256,6761.8,0.01712,0.45804,0.98288,0.56165,6.0655,3.7707,133.95,2.7249,9.6002,0
127,0.32889,0.29182,0.59189,3.0294,74.143,0,0.41422,2.4268,3.2608,0.70818,0.42874,1.4203,0.13833,0.41422,236.14,1.5457,3.4268,0.41422,0.12703,1.8773,1.4361,0.42435,0.10086,NAN,0.7025,1.2533,29.214,5.0823,3.9449,0.001864,0.12934,38.039,9.5954,9.5898,0.46225,3.2608,NAN,0.70818,0.14176,1.0015,0.021091,0.13014,66.205,64.328,19.611,2.9719,2.1874,0.3875,0.11884,3.0277,0.29165,0.10422,6.0808,6.0808,5213.6,0.14176,0.46441,0.87344,0,194.43,5.6741,32.647,11.18,27.999,0
128,0.022031,0.39093,0.25218,1.7418,41.699,-0.014219,0.022031,1.558,1.2465,0.60907,0.029579,0.064803,0.067822,0.022031,1687.8,0.21626,2.558,0.022031,0.017674,30.922,1.1318,0.029346,0.017674,NAN,0.16622,0.21626,3.8879,0.61833,3.6504,0.25067,0.023453,98.261,3.7146,3.2304,-0.016341,1.2465,NAN,0.60907,-0.013109,0.25299,0.14186,0.023543,148.21,117.29,0.20863,1.4312,30.522,-0.033164,-0.026605,1.5147,0.33997,0.26921,1.4934,1.4934,1127.5,-0.013109,0.036172,0.98321,0,11.804,3.112,99.549,3.6665,3.0563,0
129,0.16352,0.71656,0.20611,1.3952,-36.697,0,0.16352,0.39556,1.7442,0.28344,0.16352,0.3135,0.10914,0.16352,1373.9,0.26566,1.3956,0.16352,0.09375,61.354,NAN,0,0.09375,NAN,0.21016,0.26566,NAN,0.75693,4.4369,0.39838,0.20266,140.14,2.6045,1.8958,0.030629,1.7442,2.9176,0.43237,0.01756,0.13492,0.88989,0,137.56,76.202,0.55773,0.83306,78.774,-0.026841,-0.015389,1.0156,0.5216,0.38396,1.0409,1.5879,5636.3,0.22115,0.57691,0.79483,0.52545,5.9491,4.7899,109.15,3.344,6.4056,0
130,0.28597,0.11465,0.58663,6.1165,27.47,0.50424,0.28597,7.6311,1.2376,0.87494,0.28597,2.4942,0.23427,0.28597,135.47,2.6944,8.7218,0.28597,0.21686,139.39,1.1956,0.28251,0.21686,0.50424,0.87494,2.6944,2.6515,1.9638,4.1023,0.013132,0.21686,39.278,9.2928,2.464,0.28251,1.3725,NAN,0.87494,0.21424,0.87934,0.01234,0.21424,166.2,26.812,0.56786,1.7242,172.52,0.25955,0.19683,6.1165,0.11465,0.10761,2.929,2.929,7424.3,0.19201,0.32685,0.80799,0,2.6185,13.613,31.736,11.501,4.4145,0
131,0.28129,0.14994,0.77819,9.332,69.083,0,0.35184,5.6693,3.8299,0.85006,0.35184,3.7671,0.10177,0.35184,140.41,2.5995,6.6693,0.35184,0.091866,10.458,NAN,0.34891,0.073445,NAN,0.83638,2.129,NAN,6.0603,3.7669,-0.000786,0.091866,9.7426,37.464,23.337,0.33082,3.8299,NAN,0.85006,0.086378,1.6834,0.01292,0.091102,68.081,57.623,2.5634,8.1571,11.446,0.31098,0.081198,5.8129,0.093398,0.026692,6.62,6.62,4550.1,0.086378,0.33091,0.90873,0,34.903,6.3343,8.9011,41.006,29.826,0
132,0.11857,0.51181,0.27315,1.6421,24.497,0.016386,0.11877,0.95382,1.5744,0.48818,0.1533,0.2792,0.085827,0.11877,1382.5,0.26401,1.9538,0.11877,0.07544,41.305,1.0345,0.14775,0.07531,NAN,0.45575,0.26361,4.2791,0.90614,3.603,0.32001,0.092164,111.52,3.2729,2.7204,0.18208,1.5744,6.0912,0.57361,0.11565,0.021968,0.10396,0.093847,159.78,118.48,0.6655,1.2233,46.706,0.1314,0.08346,1.3649,0.42541,0.30554,1.6195,1.9029,1095,0.11565,0.24288,0.92698,0.175,8.8368,3.0807,98.624,3.7009,5.2229,0
133,0.74328,0.22316,0.7354,4.2954,101.67,0.74328,0.91572,3.413,1.354,0.76164,0.91572,4.1034,0.26702,0.91572,88.049,4.1454,4.4811,0.91572,0.26432,1.4258,NAN,0.90351,0.21455,0.91572,0.76164,3.3727,3.5312,17.746,4.0147,-0.03564,0.26432,31.834,11.466,4.0487,0.90351,3.4921,NAN,0.76164,0.26079,1.5618,0.008037,0.26079,64.27,62.844,54.921,4.2348,1.9306,0.89414,0.25809,4.2954,0.22316,0.087217,18.379,18.379,7607.5,0.26145,0.9759,0.73855,0,255.99,5.8081,23.511,15.525,83.598,0
134,0.016664,0.4264,0.1436,1.9613,7.5028,0,0.024296,1.3452,0.85556,0.5736,0.054251,0.16264,0.091309,0.024296,1992.3,0.18321,2.3452,0.024296,0.028398,52.622,0.92039,0.05415,0.019478,NAN,0.053013,0.16531,1.8077,0.20311,4.0948,0.45966,0.051098,67.818,5.3821,1.8855,0.051565,0.85556,0.73772,0.80355,0.060271,0.25273,0.13164,0.063291,108.89,56.264,0.1351,1.1356,55.997,0.000325,0.00038,0.68711,0.14938,0.1858,0.8113,1.1365,1786.4,0.060271,0.029052,0.97231,0.40089,6.9363,6.4873,63.73,5.7273,1.2101,0
135,0.055119,0.16926,0.36539,3.7804,191.89,0,0.055119,4.9082,0.74588,0.83074,0.062569,0.41942,0.13091,0.055119,632.69,0.5769,5.9082,0.055119,0.073898,55.457,1.2894,0,0.073898,NAN,0.78659,0.5769,0,0.72614,4.9093,0.099351,0.16723,115.47,3.161,2.4544,0.012127,0.74588,498.77,0.83151,0.016259,1.1296,0.13267,0,170.47,115.01,0.48638,2.918,99.574,-0.042524,-0.057012,2.9352,0.13142,0.31635,1.6509,1.6525,29650,0.44306,0.066349,0.58499,0.000926,6.5817,3.1736,64.31,5.6757,1.4823,0
136,0.032386,0.29487,0.4042,2.7257,94.958,0.090761,0.036365,2.3913,1.0457,0.70513,0.036365,0.15526,0.11344,0.036365,1106.7,0.32981,3.3913,0.036365,0.042417,72.281,0.91292,0.010563,0.037777,0.10549,0.70513,0.31632,0.12885,1.1179,4.6333,0.32379,0.042417,104.28,3.5001,0.035821,0.010563,0.89898,7.7265,0.76578,0.012321,0.22003,0.13568,0.012321,249.87,177.59,0.19076,2.0009,75.588,-0.050325,-0.058701,2.1651,0.23422,0.2857,1.9501,2.1179,17373,0.043747,0.04593,0.95625,0.08602,5.0497,2.0553,99.719,3.6603,2.371,0
137,0.2378,0.33083,0.13351,1.4685,17.229,-0.003996,0.29653,2.0227,1.7722,0.66917,0.33197,1.0406,0.17922,0.29653,380.19,0.96005,3.0227,0.29653,0.16732,3.3792,NAN,0.32784,0.13418,NAN,0.65751,0.78253,9.2513,0.22958,3.6358,0.15314,0.18731,71.748,5.0873,4.382,0.32255,1.7722,8.7658,0.71504,0.182,0.37955,0.031604,0.18499,63.91,60.531,14.493,1.4109,4.1311,0.30676,0.17309,1.2649,0.28496,0.19657,1.1507,1.2296,577.14,0.182,0.35536,0.83383,0.068543,108.01,6.03,58.689,6.2192,3.0475,0
138,0.22948,0.56934,0.11665,1.5293,27.953,0,0.22948,0.75642,1.1584,0.43066,0.23741,1.0413,0.24019,0.22948,746.89,0.48869,1.7564,0.22948,0.19811,13.198,NAN,0.23665,0.19811,NAN,0.20213,0.48869,29.868,0.17596,4.1085,0.44156,0.20026,83.103,4.3921,1.7001,0.19046,1.1584,55.863,0.43594,0.16442,0.27788,0.066496,0.2043,86.9,73.702,5.4786,1.3393,15.795,0.18791,0.16221,0.59197,0.22038,0.22768,0.6496,0.65756,1497.8,0.16442,0.53287,0.81463,0.012268,27.655,4.9524,69.44,5.2564,1.7473,0
139,0.063017,0.37552,0.37439,3.0278,50.007,0,0.078658,1.663,1.0964,0.62448,0.09202,0.42604,0.093542,0.078658,1336.5,0.27311,2.663,0.078658,0.071744,88.917,1.2668,0.090966,0.057477,0,0.61382,0.23146,6.808,0.84901,5.0636,0.32237,0.077637,86.548,4.3106,2.1194,0.31774,1.0964,1.6097,0.80585,0.28981,0.13295,0.10897,0.08297,177.94,89.018,0.23594,1.5812,122.49,0.067067,0.061172,1.4887,0.18463,0.23199,1.4161,1.8274,3.0278,0.28981,0.10091,0.73446,0.29042,4.1049,4.1003,61.465,5.9383,2.4862,0
140,0.11604,0.16749,0.62213,4.7145,61.547,0.46738,0.14503,4.9302,1.0473,0.82574,0.14503,0.86595,0.074687,0.14503,310.63,1.175,5.9706,0.14503,0.055042,20.436,0.88055,0.11921,0.044037,0.58292,0.82574,1.0019,0.4738,2.9572,4.969,0.059857,0.055042,24.297,15.022,0.71175,0.11921,2.6738,NAN,0.82574,0.045241,0.37658,0.032206,0.045241,100.64,80.206,0.78653,3.8337,21.402,0.067444,0.025596,4.7145,0.16749,0.066568,3.925,3.925,57926,0.04515,0.14053,0.95485,0,17.861,4.5508,23.2,15.733,12.525,0
141,0.10526,0.58013,0.10396,1.1792,-13.64,0.19685,0.12242,0.72374,1.0427,0.41987,0.12242,0.21102,0.066889,0.12242,1245.4,0.29308,1.7237,0.12242,0.048161,24.523,1.0792,0.10517,0.041411,0.22989,0.41987,0.2635,0.43143,0.32907,5.4366,0.22815,0.048161,86.863,4.202,0.18129,0.10517,2.5829,NAN,0.41987,0.041375,0.041235,0.12484,0.041375,94.795,70.272,0.61635,0.88481,25.571,0.057567,0.022647,1.1792,0.58013,0.23798,1.3291,1.3291,28409,0.040983,0.25071,0.95902,0,14.884,5.1941,83.303,4.3816,8.0463,0
142,0.25546,0.37777,0.2523,1.8063,3.8025,0,0.3204,1.6471,2.3551,0.62223,0.36353,1.0239,0.16155,0.3204,362.41,1.0071,2.6471,0.3204,0.13605,35.685,1.7944,0.36351,0.10847,NAN,0.60261,0.83524,8.4289,0.5803,3.5823,0.1603,0.1412,57.274,6.3729,5.2789,0.36084,2.3551,5.1657,0.68708,0.15322,0.005984,0.029729,0.15435,87.311,51.626,1.1095,1.0705,42.142,0.30344,0.12885,1.4962,0.31292,0.15691,1.4311,1.5803,964.28,0.15322,0.41056,0.86411,0.10422,10.228,7.07,48.499,7.526,5.4167,0
143,0.44244,0.53623,0.33311,1.6515,-10.62,0,0.44244,0.86488,3.3845,0.46377,0.45194,0.86528,0.14113,0.44244,409.77,0.89074,1.8649,0.44244,0.13073,44.747,1.8747,0.44507,0.13073,NAN,0.46314,0.89074,46.88,2.1414,3.6785,0.1541,0.13353,63.723,5.7279,5.4619,0.45566,3.3845,17.248,0.48867,0.13463,0.035686,0.037217,0.1315,89.101,44.354,1.0663,0.84001,51.709,0.40987,0.1211,1.5748,0.51133,0.17458,2.9813,3.1414,1588.9,0.13463,0.95401,0.8702,0.053695,8.1569,8.2292,55.144,6.619,21.757,0
144,0.075483,0.43484,-0.083547,0.76049,-103.74,-0.0272,0.076777,1.1687,1.0095,0.5082,0.076777,0.2201,0.13104,0.076777,1404.8,0.25982,2.2997,0.076777,0.08905,63.094,1.2393,0.10038,0.087551,-0.025907,0.5082,0.25684,1.1753,-0.11371,4.1419,0.4867,0.08905,149.07,2.4485,0.23084,0.10038,0.99679,1.3514,0.59421,0.11642,0.05256,0.10467,0.11642,104.54,41.449,0.50648,0.33324,63.691,0.064175,0.074435,0.61006,0.34882,0.40842,0.69169,0.80876,-1158.5,0.009375,0.14853,0.99062,0.16925,5.785,8.806,147.67,2.4716,1.1735,0
145,0.13485,0.32525,0.4397,4.1907,49.548,0,0.13482,2.0746,1.1466,0.67475,0.14405,0.97837,0.11806,0.13482,876.99,0.4162,3.0746,0.13482,0.11759,91.077,0.7561,0,0.11761,NAN,0.67217,0.41628,0,1.0407,4.5427,0.25717,0.23473,46.072,7.9224,3.3566,0.000373,1.1466,4.4729,0.7399,0.000325,0.24522,19.909,0,173.08,82.007,0.47135,2.1146,95.651,-0.000545,-0.000475,1.7756,0.1378,0.12622,1.597,1.7512,15341,0.04782,0.19986,0.96635,0.096551,4.0076,4.4508,43.869,8.3203,2.7138,0
146,0.11081,0.5452,0.023202,1.0542,-42.422,0,0.14089,0.83418,2.2194,0.4548,0.1626,0.32917,0.11062,0.14089,810.57,0.4503,1.8342,0.14089,0.063482,41.978,0.9125,0.16188,0.049927,NAN,0.43478,0.39512,7.4576,0.042279,4.3381,0.24034,0.072641,74.477,4.9008,3.8474,0.12174,2.2194,2.5337,0.53214,0.054852,0.034107,0.068195,0.072938,71.807,29.829,0.43411,0.45786,44.415,0.057261,0.025801,0.82762,0.42802,0.20405,0.82874,0.96968,505.34,0.054852,0.24364,0.93779,0.17007,8.695,12.237,70.392,5.1852,4.0442,0
147,0.069509,0.76803,0.131,1.2325,-168.8,0.069509,0.085518,0.28083,1.1547,0.21569,0.085518,0.1518,0.14681,0.085518,2965.5,0.12308,1.302,0.085518,0.13281,217.86,NAN,0.06547,0.10795,0.085518,0.21569,0.10224,1.1741,0.4286,4.549,1.1893,0.13281,368.74,0.98986,0.085245,0.06547,0.69053,1.5147,0.42036,0.10168,0.010873,0.339,0.10168,390.12,172.26,0.18085,0.55031,251.57,0.056457,0.087678,0.90407,0.56335,1.0102,0.70567,1.3753,4637.1,0.13399,0.32227,0.86601,0.94895,1.6754,2.1189,319.33,1.143,2.1067,0
148,0.04626,0.94847,-0.42015,0.38578,-150.65,0,0.062208,0.054324,1.3882,0.051525,0.092207,0.090942,0.10094,0.062208,2470.5,0.14775,1.0543,0.062208,0.044811,21.079,1.1032,0.057673,0.033323,NAN,0.048234,0.13093,1.9225,-0.57078,4.5796,0.66414,0.066241,188.13,1.9402,1.3993,0.061059,1.3882,0.77854,0.2875,0.043983,0.071566,0.23316,0.041544,56.512,35.433,0.57701,0.26858,22.049,-0.020253,-0.014589,0.27822,0.68404,0.51542,0.069997,0.39057,-15958,0.043983,0.8978,0.95649,4.5798,17.316,10.301,179.85,2.0294,1.8859,0
149,0.065102,0.14794,0.35361,4.931,92.741,0,0.085359,5.7594,1.4111,0.85206,0.15474,0.94892,0.099981,0.085359,382.75,0.95362,6.7594,0.085359,0.060492,0.028193,1.5832,0.10326,0.046136,NAN,0.072909,0.81669,1.4884,0.63549,3.7989,0.068894,0.061113,25.336,14.407,8.7597,0.11514,1.4111,10.882,0.89281,0.081597,0.94196,0.031019,0.073177,92.818,92.79,597.31,4.9298,0.030697,0.047537,0.033689,2.9982,0.089954,0.069413,1.5313,1.6045,2225.6,0.081597,0.076405,0.94185,0.047825,12947,3.9336,23.268,15.687,2.5359,0
150,0.096341,1.5755,-0.53889,0.62467,-187.03,-0.69346,0.096341,-0.36527,1.9166,-0.57547,0.11446,0.0671,0.068422,0.096341,4384.9,0.08324,0.63473,0.096341,0.050266,73.605,0.91227,0.024079,0.050266,NAN,-0.59712,0.08324,1.3288,-5.2262,3.6645,0.76976,0.05972,285.49,1.2785,1.1651,0.080999,1.9166,5.1486,-0.47633,0.042261,0.076822,0.89192,0.012563,149.79,76.19,0.24926,0.35547,76.852,-0.010721,-0.005594,0.56928,1.4358,0.78216,-5.5809,-4.6195,-2489,0.042261,-0.16741,0.9548,-0.17226,4.9589,4.7906,273.43,1.3349,18.588,0
151,0.15017,0.53902,0.28788,1.5341,-8.3492,0.29712,0.18782,0.85521,1.12,0.46098,0.18782,0.34845,0.10642,0.18782,983.77,0.37102,1.8552,0.18782,0.099949,63.42,1.1632,0.20865,0.079916,0.37375,0.46098,0.30118,1.2435,1.6631,4.4091,0.28635,0.099949,117.26,3.1128,0.38709,0.20865,1.8912,NAN,0.46098,0.11103,0.0017,0.080254,0.11103,160.44,97.016,0.45994,0.92833,71.028,0.19648,0.10456,1.5341,0.53902,0.32126,2.6631,2.6631,7384.1,0.10712,0.32578,0.89288,0,5.7553,3.7623,104.7,3.4862,10.856,0
152,0.12447,0.11926,0.569,5.771,93.166,0.12447,0.15842,7.1049,1.1541,0.84735,0.15842,1.3283,0.17247,0.15842,167.68,2.1768,8.3849,0.15842,0.10524,50.851,NAN,0.15633,0.082692,0.15842,0.84735,1.8921,1.1986,1.8252,3.9642,-0.11382,0.10524,33.376,10.936,1.3108,0.15633,1.5538,NAN,0.84735,0.10386,2.8386,0.015226,0.10386,84.803,33.952,0.59354,4.0126,58.687,0.05514,0.036632,5.771,0.11926,0.091441,2.7181,2.7181,5239.5,0.13352,0.14689,0.86648,0,7.1778,10.751,28.92,12.621,4.8284,0
153,0.26733,0.034219,0.86855,26.382,66.922,0,0.26733,28.223,3.0245,0.96578,0.27342,7.8124,0.095568,0.26733,43.211,8.4469,29.223,0.26733,0.08839,43.25,NAN,0.26837,0.08839,NAN,0.74248,8.4469,44.078,8.933,4.3261,-0.014747,0.088405,4.5319,80.539,80.539,0.26851,3.0245,NAN,0.96578,0.08878,2.3586,0.003932,0.088733,99.207,55.958,0.74595,15.909,47.464,0.24666,0.081554,26.382,0.034219,0.012416,9.933,9.933,18402,0.08878,0.27681,0.91179,0,8.4394,6.5228,4.1296,88.386,31.107,0
154,0.024796,0.63019,-0.013257,0.97892,-22.191,0.094644,0.019711,0.56239,1.0082,0.35441,0.019711,0.031348,0.010944,0.019711,5718.5,0.063828,1.5868,0.019711,0.005363,20.7,1.0253,0.026307,0.006747,0.063678,0.35441,0.071898,0.072164,-0.034479,5.1964,0.16901,0.005363,62.956,5.7977,0.041745,0.026307,3.6812,287.34,0.35583,0.007158,0.017129,0.44252,0.007158,60.058,39.358,0.11896,0.64742,20.87,0.005794,0.001577,0.97672,0.62877,0.17248,0.92179,0.92547,-2083.8,0.008125,0.069965,0.99188,0.003997,17.633,9.2739,62.444,5.8452,9.5591,0
155,-0.02059,0.11585,0.47944,5.3047,19.528,-0.17832,-0.020531,7.6231,0.98021,0.88313,-0.020531,-0.18434,0.011753,-0.020531,3198.1,0.11413,8.6319,-0.020531,-0.01825,122.73,1.052,-0.017851,-0.018302,-0.1782,0.88313,0.11363,-0.15554,1.1717,4.0974,0.017031,-0.01825,35.421,10.305,-0.15409,-0.017851,1.1376,47.497,0.88761,-0.015868,1.2339,0.23951,-0.015868,147.1,24.37,-0.05443,1.9083,120.3,-0.051604,-0.045871,5.0998,0.11138,0.097043,2.1583,2.1692,6000,-0.020189,-0.023314,1.0202,0.005067,2.974,14.978,36.136,10.101,2.7493,0
156,0.18917,0.55971,0.36704,1.6558,30.946,0.12965,0.18917,0.62277,1.1109,0.34857,0.18917,0.33798,0.10907,0.18917,896.07,0.40733,1.7866,0.18917,0.090503,35.975,1.3884,0.18129,0.090503,0.12965,0.34857,0.40733,0.96351,5.0107,4.2438,0.12246,0.090503,108.58,3.3615,0.32389,0.18129,2.1094,NAN,0.34857,0.086729,0.54736,0.083605,0.086729,108.33,72.358,0.91824,1.2877,39.966,0.14247,0.068159,1.6558,0.55971,0.29748,4.7586,4.7586,6434.7,0.099864,0.54271,0.90014,0,10.146,5.0444,97.738,3.7345,28.535,0
157,0.13726,0.57365,0.1924,1.3891,-31.99,0,0.18343,0.74322,1.7323,0.42635,0.25192,0.371,0.14215,0.18343,850.3,0.42926,1.7432,0.18343,0.10589,66.538,1.2882,0.23731,0.079237,NAN,0.30742,0.34877,3.4649,0.61437,4.641,0.32526,0.12921,119.89,3.0443,2.6239,0.22711,1.7323,5.9971,0.48822,0.1311,0.030297,0.063714,0.13699,141.56,75.021,0.43466,0.75044,76.578,0.17449,0.10073,1.1973,0.49442,0.32848,1.3614,1.5589,8418.4,0.1311,0.32195,0.89682,0.14511,5.4856,4.8653,104.18,3.5037,5.5315,0
158,0.055377,0.44661,0.2891,2.1662,-18.256,0.3197,0.069025,1.2119,1.0487,0.54123,0.069025,0.27845,0.068267,0.069025,1257.8,0.29019,2.2391,0.069025,0.036358,72.284,0.88038,0.074427,0.029169,0.39882,0.54123,0.25964,0.41114,0.62439,4.2528,0.22791,0.036358,49.982,7.3026,0.16665,0.074427,1.9694,0.81026,0.73995,0.039203,0.063669,0.10876,0.039203,100.21,27.922,0.14729,0.64954,75.808,0.013849,0.007295,1.2024,0.24789,0.13694,1.1689,1.5981,5174.8,0.04648,0.10232,0.95352,0.36716,5.0495,13.072,47.659,7.6586,4.1003,0
159,0.1226,0.34656,0.47659,2.3902,46.048,0.15861,0.11894,1.8451,1.113,0.63942,0.11894,0.34694,0.093622,0.11894,912.2,0.40013,2.8855,0.11894,0.080303,75.908,1.4067,0.12158,0.082775,0.1557,0.63942,0.4107,0.91364,2.6393,4.8132,0.21005,0.080303,94.034,3.8816,0.35083,0.12158,1.5015,137.28,0.64314,0.082085,0.10591,0.08063,0.082085,192.98,117.07,0.39802,1.4917,84.489,0.10185,0.068767,2.3645,0.34283,0.25763,3.541,3.5617,30999,0.10157,0.19174,0.89843,0.005826,4.8085,3.1177,84.483,4.3204,8.2025,0
